cycle,head_tag,head_addr,head_psum_ready,post_count,post_launch,tree_credit,input_valid,input_ready,rd_fire,logical_slot,logical_rsp_slot,rsp_fire,core_rsp_tag,core_rsp_fire,request_txn,join_free,join_alloc,join_issue,join_issue_done,lane_req_valid,lane_req_fire,lane_rsp_valid,lane_rsp_ready,lane_rsp_tags,join_rsp_tag,join_rsp_valid,join_rsp_ready,lane_addr,b0_root_valid,b0_root_read,b0_root_write,b0_selected_root,b0_selected,b0_grant_fire,b4_root_valid,b4_root_read,b4_root_write,b4_selected_root,b4_selected,b4_grant_fire,b8_root_valid,b8_root_read,b8_root_write,b8_selected_root,b8_selected,b8_grant_fire,b12_root_valid,b12_root_read,b12_root_write,b12_selected_root,b12_selected,b12_grant_fire
96631,32265,8585892416,1,3,0,0,1,0,1,1,3,1,32267,1,32280,3,1,0,0,0,0,255,255,26807140905415,3,1,1,226050016646769442317698962916309181035796503895660148955006560857511971464,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,3,2,0,0,0,1
96632,32265,8585892416,1,4,1,0,1,1,0,0,5,1,32268,1,32276,6,0,3,1,255,255,240,240,22339284398535,5,1,1,226050028441746114688567894104101816483269060552949165139479225962442803904,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,2,2,0,1,12,1
96633,32266,8585892480,1,3,0,0,1,0,1,2,9,1,32268,0,32281,5,1,0,0,0,0,240,240,8935714877895,9,1,1,226050016646769442317698962916309181035796503895660148955006560857511971464,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96634,32266,8585892480,1,4,1,0,1,1,0,0,8,1,32269,1,32276,2,0,5,1,255,255,240,240,1864135,8,1,1,226050030126742782170120598559500764404336568646847596022975320977432922824,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,2,2,0,1,12,1
96635,32267,8585892544,1,3,0,0,1,0,1,4,10,1,32269,0,32282,0,1,0,0,0,0,255,255,17871427092740,10,1,1,226050016646769442317698962916309181035796503895660148955006560857511971464,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,1,2,0,0,0,1
96636,32267,8585892544,1,4,1,0,1,1,0,0,0,1,32270,1,32276,2,0,0,1,255,255,255,255,31274997678600,0,1,1,226050031811739449651673303014899712325404076740746026906471415992423041744,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0
96637,32268,8585892608,1,3,0,0,1,0,1,3,11,1,32270,0,32283,2,1,0,0,0,0,255,255,40210710958665,11,1,1,226050031811739449651673303014899712325404076740746026906471415992423041744,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96638,32268,8585892608,1,4,1,0,1,1,0,0,7,1,32271,1,32276,4,0,2,1,255,255,240,240,35742854451785,7,1,1,226050033496736117133226007470298660246471584834644457789967511007413160664,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,2,2,0,1,12,1
96639,32269,8585892672,1,3,0,0,1,0,1,6,12,1,32271,0,32284,4,1,0,0,0,0,15,15,35742852321345,12,1,1,226050031811739449651673303014899712325404076740746026906471415992423041744,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,1,2,0,0,0,1
96640,32269,8585892672,1,4,1,0,1,1,0,0,7,0,32272,1,32276,6,0,4,1,255,255,240,240,4467856773185,7,0,0,226050035181732784614778711925697608167539092928542888673463606022403279584,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0
96641,32270,8585892736,1,3,0,0,1,0,1,9,13,1,32272,0,32285,1,1,0,0,0,0,255,255,13403570319555,13,1,1,226050031811739449651673303014899712325404076740746026906471415992423041744,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96642,32270,8585892736,1,4,1,0,1,1,0,0,1,1,32273,1,32276,3,0,1,1,255,255,0,0,13403570319555,1,1,1,226050036866729452096331416381096556088606601022441319556959701037393398504,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,2,2,0,1,12,1
96643,32271,8585892800,1,3,0,0,1,0,1,5,13,0,32273,0,32286,3,1,0,0,0,0,15,15,13403570852165,13,0,0,226050031811739449651673303014899712325404076740746026906471415992423041744,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,1,2,0,0,0,1
96644,32271,8585892800,1,4,1,0,1,1,0,0,13,0,32274,1,32276,6,0,3,1,255,255,240,240,22339283865925,13,0,0,226050038551726119577884120836495504009674109116339750440455796052383517424,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0
96645,32272,8585892864,1,3,0,0,1,0,1,10,2,1,32274,0,32287,5,1,0,0,0,0,255,255,0,2,1,1,226050031811739449651673303014899712325404076740746026906471415992423041744,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96646,32272,8585892864,1,4,1,0,1,1,0,0,4,1,32275,1,32276,0,0,5,1,255,255,0,0,0,4,1,1,226050040236722787059436825291894451930741617210238181323951891067373636344,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,2,2,0,1,12,1
96647,32273,8585892928,1,3,0,0,1,0,1,8,2,0,32275,0,32288,0,1,0,0,0,0,15,15,532610,2,0,0,226050031811739449651673303014899712325404076740746026906471415992423041744,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,1,2,0,0,0,1
96648,32273,8585892928,1,4,1,0,1,1,0,0,2,0,32276,1,32276,6,0,0,1,255,255,240,240,8935713546370,2,0,0,226050041921719454540989529747293399851809125304136612207447986082363755264,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0
96649,32274,8585892992,1,3,0,0,1,0,1,11,3,1,32276,0,32289,2,1,0,0,0,0,255,255,17871427092740,3,1,1,226050041921719454540989529747293399851809125304136612207447986082363755264,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
